1	1.5	1.5	0.25	3
2	1.5	1.5	0.25	3
3	1.5	1.5	0.25	3
4	1.5	1.5	0.25	3
5	1.5	1.5	0.25	3
6	1.5	1.5	0.25	3
7	1.5	1.5	0.25	3
8	1.5	1.5	0.25	3
9	1.5	1.5	0.25	3
10	1.5	1.5	0.25	3
11	1.5	1.5	0.25	3
12	1.5	1.5	0.25	3
13	1.5	1.5	0.25	3
14	1.5	1.5	0.25	3
15	1.5	1.5	0.25	3
16	1.5	1.5	0.25	3
17	1.5	1.5	0.25	3
18	1.5	1.5	0.25	3
19	1.5	1.5	0.25	3
20	1.5	1.5	0.25	3
21	1.5	1.5	0.25	3
22	1.5	1.5	0.25	3
23	1.5	1.5	0.25	3
24	1.5	1.5	0.25	3
25	1.5	1.5	0.25	3
26	1.5	1.5	0.25	3
27	1.5	1.5	0.25	3
28	1.5	1.5	0.25	3
29	1.5	1.5	0.25	3
30	1.5	1.5	0.25	3
31	1.5	1.5	0.25	3
32	1.5	1.5	0.25	3
33	1.5	1.5	0.25	3
34	1.5	1.5	0.25	3
35	1.5	1.5	0.25	3
36	1.5	1.5	0.25	3
37	1.5	1.5	0.25	3
38	1.5	1.5	0.25	3
39	1.5	1.5	0.25	3
40	1.5	1.5	0.25	3
41	1.5	1.5	0.25	3
42	1.5	1.5	0.25	3
43	1.5	1.5	0.25	3
44	1.5	1.5	0.25	3
45	1.5	1.5	0.25	3
46	1.5	1.5	0.25	3
47	1.5	1.5	0.25	3
48	1.5	1.5	0.25	3
